"id","disease","code","disease_group_id","disease_group_code","block_code","chapter_id","block_id","level","place_of_class","type_of_code","code_1","code_2","field_11","field_12","field_13","field_14"
"5312","Disorder of skin and subcutaneous tissue, unspecified","L98.9","1344","L98","L80","12","199","4","T","X","L98.9","L989","4-044","3-059","2-072","1-082"
"5313","Other disorders of skin and subcutaneous tissue in diseases classified elsewhere","L99","1345","L99","L80","12","199","3","N","X","L99.-*","L99","UNDEF","UNDEF","UNDEF","UNDEF"
"5314","Amyloidosis of skin","L99.0","1345","L99","L80","12","199","4","T","X","L99.0*","L990","UNDEF","UNDEF","UNDEF","UNDEF"
"5315","Other specified disorders of skin and subcutaneous tissue in diseases classified elsewhere","L99.8","1345","L99","L80","12","199","4","T","X","L99.8*","L998","UNDEF","UNDEF","UNDEF","UNDEF"
"5316","Pyogenic arthritis","M00","1346","M00","M00","13","203","3","N","X","M00.-","M00","4-044","3-059","2-072","1-083"
"5317","Staphylococcal arthritis and polyarthritis","M00.0","1346","M00","M00","13","203","4","T","X","M00.0","M000","4-044","3-059","2-072","1-083"
"5318","Pneumococcal arthritis and polyarthritis","M00.1","1346","M00","M00","13","203","4","T","X","M00.1","M001","4-044","3-059","2-072","1-083"
"5319","Other streptococcal arthritis and polyarthritis","M00.2","1346","M00","M00","13","203","4","T","X","M00.2","M002","4-044","3-059","2-072","1-083"
"5320","Arthritis and polyarthritis due to other specified bacterial agents","M00.8","1346","M00","M00","13","203","4","T","X","M00.8","M008","4-044","3-059","2-072","1-083"
"5321","Pyogenic arthritis, unspecified","M00.9","1346","M00","M00","13","203","4","T","X","M00.9","M009","4-044","3-059","2-072","1-083"
"5322","Direct infections of joint in infectious and parasitic diseases classified elsewhere","M01","1347","M01","M00","13","203","3","N","X","M01.-*","M01","4-044","3-059","2-072","1-083"
"5323","Meningococcal arthritis","M01.0","1347","M01","M00","13","203","4","T","X","M01.0*","M010","4-044","3-059","2-072","1-083"
"5324","Tuberculous arthritis","M01.1","1347","M01","M00","13","203","4","T","X","M01.1*","M011","4-044","3-059","2-072","1-083"
"5325","Arthritis in Lyme disease","M01.2","1347","M01","M00","13","203","4","T","X","M01.2*","M012","4-044","3-059","2-072","1-083"
"5326","Arthritis in other bacterial diseases classified elsewhere","M01.3","1347","M01","M00","13","203","4","T","X","M01.3*","M013","4-044","3-059","2-072","1-083"
"5327","Rubella arthritis","M01.4","1347","M01","M00","13","203","4","T","X","M01.4*","M014","4-044","3-059","2-072","1-083"
"5328","Arthritis in other viral diseases classified elsewhere","M01.5","1347","M01","M00","13","203","4","T","X","M01.5*","M015","4-044","3-059","2-072","1-083"
"5329","Arthritis in mycoses","M01.6","1347","M01","M00","13","203","4","T","X","M01.6*","M016","4-044","3-059","2-072","1-083"
"5330","Arthritis in other infectious and parasitic diseases classified elsewhere","M01.8","1347","M01","M00","13","203","4","T","X","M01.8*","M018","4-044","3-059","2-072","1-083"
"5331","Reactive arthropathies","M02","1348","M02","M00","13","203","3","N","X","M02.-","M02","4-044","3-059","2-072","1-083"
"5332","Arthropathy following intestinal bypass","M02.0","1348","M02","M00","13","203","4","T","X","M02.0","M020","4-044","3-059","2-072","1-083"
"5333","Postdysenteric arthropathy","M02.1","1348","M02","M00","13","203","4","T","X","M02.1","M021","4-044","3-059","2-072","1-083"
"5334","Postimmunization arthropathy","M02.2","1348","M02","M00","13","203","4","T","X","M02.2","M022","4-044","3-059","2-072","1-083"
"5335","Reiter disease","M02.3","1348","M02","M00","13","203","4","T","X","M02.3","M023","4-044","3-059","2-072","1-083"
"5336","Other reactive arthropathies","M02.8","1348","M02","M00","13","203","4","T","X","M02.8","M028","4-044","3-059","2-072","1-083"
"5337","Reactive arthropathy, unspecified","M02.9","1348","M02","M00","13","203","4","T","X","M02.9","M029","4-044","3-059","2-072","1-083"
"5338","Postinfective and reactive arthropathies in diseases classified elsewhere","M03","1349","M03","M00","13","203","3","N","X","M03.-*","M03","4-044","3-059","2-072","1-083"
"5339","Postmeningococcal arthritis","M03.0","1349","M03","M00","13","203","4","T","X","M03.0*","M030","4-044","3-059","2-072","1-083"
"5340","Postinfective arthropathy in syphilis","M03.1","1349","M03","M00","13","203","4","T","X","M03.1*","M031","4-044","3-059","2-072","1-083"
"5341","Other postinfectious arthropathies in diseases classified elsewhere","M03.2","1349","M03","M00","13","203","4","T","X","M03.2*","M032","4-044","3-059","2-072","1-083"
"5342","Reactive arthropathy in other diseases classified elsewhere","M03.6","1349","M03","M00","13","203","4","T","X","M03.6*","M036","4-044","3-059","2-072","1-083"
"5343","Seropositive rheumatoid arthritis","M05","1350","M05","M05","13","200","3","N","X","M05.-","M05","4-044","3-059","2-072","1-083"
"5344","Felty syndrome","M05.0","1350","M05","M05","13","200","4","T","X","M05.0","M050","4-044","3-059","2-072","1-083"
"5345","Rheumatoid lung disease","M05.1","1350","M05","M05","13","200","4","T","X","M05.1","M051","4-044","3-059","2-072","1-083"
"5346","Rheumatoid vasculitis","M05.2","1350","M05","M05","13","200","4","T","X","M05.2","M052","4-044","3-059","2-072","1-083"
"5347","Rheumatoid arthritis with involvement of other organs and systems","M05.3","1350","M05","M05","13","200","4","T","X","M05.3","M053","4-044","3-059","2-072","1-083"
"5348","Other seropositive rheumatoid arthritis","M05.8","1350","M05","M05","13","200","4","T","X","M05.8","M058","4-044","3-059","2-072","1-083"
"5349","Seropositive rheumatoid arthritis, unspecified","M05.9","1350","M05","M05","13","200","4","T","X","M05.9","M059","4-044","3-059","2-072","1-083"
"5350","Other rheumatoid arthritis","M06","1351","M06","M05","13","200","3","N","X","M06.-","M06","4-044","3-059","2-072","1-083"
"5351","Seronegative rheumatoid arthritis","M06.0","1351","M06","M05","13","200","4","T","X","M06.0","M060","4-044","3-059","2-072","1-083"
"5352","Adult-onset Still disease","M06.1","1351","M06","M05","13","200","4","T","X","M06.1","M061","4-044","3-059","2-072","1-083"
"5353","Rheumatoid bursitis","M06.2","1351","M06","M05","13","200","4","T","X","M06.2","M062","4-044","3-059","2-072","1-083"
"5354","Rheumatoid nodule","M06.3","1351","M06","M05","13","200","4","T","X","M06.3","M063","4-044","3-059","2-072","1-083"
"5355","Inflammatory polyarthropathy","M06.4","1351","M06","M05","13","200","4","T","X","M06.4","M064","4-044","3-059","2-072","1-083"
"5356","Other specified rheumatoid arthritis","M06.8","1351","M06","M05","13","200","4","T","X","M06.8","M068","4-044","3-059","2-072","1-083"
"5357","Rheumatoid arthritis, unspecified","M06.9","1351","M06","M05","13","200","4","T","X","M06.9","M069","4-044","3-059","2-072","1-083"
"5358","Psoriatic and enteropathic arthropathies","M07","1352","M07","M05","13","200","3","N","X","M07.-*","M07","4-044","3-059","2-072","1-083"
"5359","Distal interphalangeal psoriatic arthropathy","M07.0","1352","M07","M05","13","200","4","T","X","M07.0*","M070","4-044","3-059","2-072","1-083"
"5360","Arthritis mutilans","M07.1","1352","M07","M05","13","200","4","T","X","M07.1*","M071","4-044","3-059","2-072","1-083"
"5361","Psoriatic spondylitis","M07.2","1352","M07","M05","13","200","4","T","X","M07.2*","M072","4-044","3-059","2-072","1-083"
"5362","Other psoriatic arthropathies","M07.3","1352","M07","M05","13","200","4","T","X","M07.3*","M073","4-044","3-059","2-072","1-083"
"5363","Arthropathy in Crohn disease [regional enteritis]","M07.4","1352","M07","M05","13","200","4","T","X","M07.4*","M074","4-044","3-059","2-072","1-083"
"5364","Arthropathy in ulcerative colitis","M07.5","1352","M07","M05","13","200","4","T","X","M07.5*","M075","4-044","3-059","2-072","1-083"
"5365","Other enteropathic arthropathies","M07.6","1352","M07","M05","13","200","4","T","X","M07.6*","M076","4-044","3-059","2-072","1-083"
"5366","Juvenile arthritis","M08","1353","M08","M05","13","200","3","N","X","M08.-","M08","4-044","3-059","2-072","1-083"
"5367","Juvenile rheumatoid arthritis","M08.0","1353","M08","M05","13","200","4","T","X","M08.0","M080","4-044","3-059","2-072","1-083"
"5368","Juvenile ankylosing spondylitis","M08.1","1353","M08","M05","13","200","4","T","X","M08.1","M081","4-044","3-059","2-072","1-083"
"5369","Juvenile arthritis with systemic onset","M08.2","1353","M08","M05","13","200","4","T","X","M08.2","M082","4-044","3-059","2-072","1-083"
"5370","Juvenile polyarthritis (seronegative)","M08.3","1353","M08","M05","13","200","4","T","X","M08.3","M083","4-044","3-059","2-072","1-083"
"5371","Pauciarticular juvenile arthritis","M08.4","1353","M08","M05","13","200","4","T","X","M08.4","M084","4-044","3-059","2-072","1-083"
"5372","Other juvenile arthritis","M08.8","1353","M08","M05","13","200","4","T","X","M08.8","M088","4-044","3-059","2-072","1-083"
"5373","Juvenile arthritis, unspecified","M08.9","1353","M08","M05","13","200","4","T","X","M08.9","M089","4-044","3-059","2-072","1-083"
"5374","Juvenile arthritis in diseases classified elsewhere","M09","1354","M09","M05","13","200","3","N","X","M09.-*","M09","4-044","3-059","2-072","1-083"
"5375","Juvenile arthritis in psoriasis","M09.0","1354","M09","M05","13","200","4","T","X","M09.0*","M090","4-044","3-059","2-072","1-083"
"5376","Juvenile arthritis in Crohn disease [regional enteritis]","M09.1","1354","M09","M05","13","200","4","T","X","M09.1*","M091","4-044","3-059","2-072","1-083"
"5377","Juvenile arthritis in ulcerative colitis","M09.2","1354","M09","M05","13","200","4","T","X","M09.2*","M092","4-044","3-059","2-072","1-083"
"5378","Juvenile arthritis in other diseases classified elsewhere","M09.8","1354","M09","M05","13","200","4","T","X","M09.8*","M098","4-044","3-059","2-072","1-083"
"5379","Gout","M10","1355","M10","M05","13","200","3","N","X","M10.-","M10","4-044","3-059","2-072","1-083"
"5380","Idiopathic gout","M10.0","1355","M10","M05","13","200","4","T","X","M10.0","M100","4-044","3-059","2-072","1-083"
"5381","Lead-induced gout","M10.1","1355","M10","M05","13","200","4","T","X","M10.1","M101","4-044","3-059","2-072","1-083"
"5382","Drug-induced gout","M10.2","1355","M10","M05","13","200","4","T","X","M10.2","M102","4-044","3-059","2-072","1-083"
"5383","Gout due to impairment of renal function","M10.3","1355","M10","M05","13","200","4","T","X","M10.3","M103","4-044","3-059","2-072","1-083"
"5384","Other secondary gout","M10.4","1355","M10","M05","13","200","4","T","X","M10.4","M104","4-044","3-059","2-072","1-083"
"5385","Gout, unspecified","M10.9","1355","M10","M05","13","200","4","T","X","M10.9","M109","4-044","3-059","2-072","1-083"
"5386","Other crystal arthropathies","M11","1356","M11","M05","13","200","3","N","X","M11.-","M11","4-044","3-059","2-072","1-083"
"5387","Hydroxyapatite deposition disease","M11.0","1356","M11","M05","13","200","4","T","X","M11.0","M110","4-044","3-059","2-072","1-083"
"5388","Familial chondrocalcinosis","M11.1","1356","M11","M05","13","200","4","T","X","M11.1","M111","4-044","3-059","2-072","1-083"
"5389","Other chondrocalcinosis","M11.2","1356","M11","M05","13","200","4","T","X","M11.2","M112","4-044","3-059","2-072","1-083"
"5390","Other specified crystal arthropathies","M11.8","1356","M11","M05","13","200","4","T","X","M11.8","M118","4-044","3-059","2-072","1-083"
"5391","Crystal arthropathy, unspecified","M11.9","1356","M11","M05","13","200","4","T","X","M11.9","M119","4-044","3-059","2-072","1-083"
"5392","Other specific arthropathies","M12","1357","M12","M05","13","200","3","N","X","M12.-","M12","4-044","3-059","2-072","1-083"
"5393","Chronic postrheumatic arthropathy [Jaccoud]","M12.0","1357","M12","M05","13","200","4","T","X","M12.0","M120","4-044","3-059","2-072","1-083"
"5394","Kaschin-Beck disease","M12.1","1357","M12","M05","13","200","4","T","X","M12.1","M121","4-044","3-059","2-072","1-083"
"5395","Villonodular synovitis (pigmented)","M12.2","1357","M12","M05","13","200","4","T","X","M12.2","M122","4-044","3-059","2-072","1-083"
"5396","Palindromic rheumatism","M12.3","1357","M12","M05","13","200","4","T","X","M12.3","M123","4-044","3-059","2-072","1-083"
"5397","Intermittent hydrarthrosis","M12.4","1357","M12","M05","13","200","4","T","X","M12.4","M124","4-044","3-059","2-072","1-083"
"5398","Traumatic arthropathy","M12.5","1357","M12","M05","13","200","4","T","X","M12.5","M125","4-044","3-059","2-072","1-083"
"5399","Other specific arthropathies, not elsewhere classified","M12.8","1357","M12","M05","13","200","4","T","X","M12.8","M128","4-044","3-059","2-072","1-083"
"5400","Other arthritis","M13","1358","M13","M05","13","200","3","N","X","M13.-","M13","4-044","3-059","2-072","1-083"
"5401","Polyarthritis, unspecified","M13.0","1358","M13","M05","13","200","4","T","X","M13.0","M130","4-044","3-059","2-072","1-083"
"5402","Monoarthritis, not elsewhere classified","M13.1","1358","M13","M05","13","200","4","T","X","M13.1","M131","4-044","3-059","2-072","1-083"
"5403","Other specified arthritis","M13.8","1358","M13","M05","13","200","4","T","X","M13.8","M138","4-044","3-059","2-072","1-083"
"5404","Arthritis, unspecified","M13.9","1358","M13","M05","13","200","4","T","X","M13.9","M139","4-044","3-059","2-072","1-083"
"5405","Arthropathies in other diseases classified elsewhere","M14","1359","M14","M05","13","200","3","N","X","M14.-*","M14","4-044","3-059","2-072","1-083"
"5406","Gouty arthropathy due to enzyme defects and other inherited disorders","M14.0","1359","M14","M05","13","200","4","T","X","M14.0*","M140","4-044","3-059","2-072","1-083"
"5407","Crystal arthropathy in other metabolic disorders","M14.1","1359","M14","M05","13","200","4","T","X","M14.1*","M141","4-044","3-059","2-072","1-083"
"5408","Diabetic arthropathy","M14.2","1359","M14","M05","13","200","4","T","X","M14.2*","M142","4-044","3-059","2-072","1-083"
"5409","Lipoid dermatoarthritis","M14.3","1359","M14","M05","13","200","4","T","X","M14.3*","M143","4-044","3-059","2-072","1-083"
"5410","Arthropathy in amyloidosis","M14.4","1359","M14","M05","13","200","4","T","X","M14.4*","M144","4-044","3-059","2-072","1-083"
"5411","Arthropathies in other endocrine, nutritional and metabolic disorders","M14.5","1359","M14","M05","13","200","4","T","X","M14.5*","M145","4-044","3-059","2-072","1-083"
"5412","Neuropathic arthropathy","M14.6","1359","M14","M05","13","200","4","T","X","M14.6*","M146","4-044","3-059","2-072","1-083"
"5413","Arthropathies in other specified diseases classified elsewhere","M14.8","1359","M14","M05","13","200","4","T","X","M14.8*","M148","4-044","3-059","2-072","1-083"
"5414","Polyarthrosis","M15","1360","M15","M15","13","201","3","N","X","M15.-","M15","4-044","3-059","2-072","1-083"
"5415","Primary generalized (osteo)arthrosis","M15.0","1360","M15","M15","13","201","4","T","X","M15.0","M150","4-044","3-059","2-072","1-083"
"5416","Heberden nodes (with arthropathy)","M15.1","1360","M15","M15","13","201","4","T","X","M15.1","M151","4-044","3-059","2-072","1-083"
"5417","Bouchard nodes (with arthropathy)","M15.2","1360","M15","M15","13","201","4","T","X","M15.2","M152","4-044","3-059","2-072","1-083"
"5418","Secondary multiple arthrosis","M15.3","1360","M15","M15","13","201","4","T","X","M15.3","M153","4-044","3-059","2-072","1-083"
"5419","Erosive (osteo)arthrosis","M15.4","1360","M15","M15","13","201","4","T","X","M15.4","M154","4-044","3-059","2-072","1-083"
"5420","Other polyarthrosis","M15.8","1360","M15","M15","13","201","4","T","X","M15.8","M158","4-044","3-059","2-072","1-083"
"5421","Polyarthrosis, unspecified","M15.9","1360","M15","M15","13","201","4","T","X","M15.9","M159","4-044","3-059","2-072","1-083"
"5422","Coxarthrosis [arthrosis of hip]","M16","1361","M16","M15","13","201","3","N","X","M16.-","M16","4-044","3-059","2-072","1-083"
"5423","Primary coxarthrosis, bilateral","M16.0","1361","M16","M15","13","201","4","T","X","M16.0","M160","4-044","3-059","2-072","1-083"
"5424","Other primary coxarthrosis","M16.1","1361","M16","M15","13","201","4","T","X","M16.1","M161","4-044","3-059","2-072","1-083"
"5425","Coxarthrosis resulting from dysplasia, bilateral","M16.2","1361","M16","M15","13","201","4","T","X","M16.2","M162","4-044","3-059","2-072","1-083"
"5426","Other dysplastic coxarthrosis","M16.3","1361","M16","M15","13","201","4","T","X","M16.3","M163","4-044","3-059","2-072","1-083"
"5427","Post-traumatic coxarthrosis, bilateral","M16.4","1361","M16","M15","13","201","4","T","X","M16.4","M164","4-044","3-059","2-072","1-083"
"5428","Other post-traumatic coxarthrosis","M16.5","1361","M16","M15","13","201","4","T","X","M16.5","M165","4-044","3-059","2-072","1-083"
